text_a,text_b,labels
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",servings,1
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",chicken,1
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",salmon,1
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",entree,1
"Small servings for main entree , i had salmon ( wasnt impressed ) girlfriend had chicken , it was good .",girlfriend,0
Dessert is a joke . . . dont bother,joke,0
Dessert is a joke . . . dont bother,Dessert,1
"Volare virgins or weekly regulars , everyone gets treated the same and you can ' t ask for more than that when the service is this friendly .",service,1
"Volare virgins or weekly regulars , everyone gets treated the same and you can ' t ask for more than that when the service is this friendly .",Volare,0
"Volare virgins or weekly regulars , everyone gets treated the same and you can ' t ask for more than that when the service is this friendly .",regulars,0
"Volare virgins or weekly regulars , everyone gets treated the same and you can ' t ask for more than that when the service is this friendly .",virgins,0
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",regard,0
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",feel,1
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",Family,0
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",famine,0
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",portions,1
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",world,0
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",restaurant,0
"The restaurant has a Family feel , not least with regard to the portions which are enormous ; the veal alone could have single - handedly solved third world famine .",veal,1
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .",mains,1
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .",pasta,1
"The anti - pasta was excellent , especially the calamari , as were the filling pasta mains .",calamari,1
The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,wine,1
The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,meal,1
The wine list is extensive and can easily hike up an otherwise reasonably priced meal .,list,1
"Still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",house,0
"Still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",courtesey,0
"Still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",measures,1
"Still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",quibbles,0
"Still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",liquers,1
"Still , any quibbles about the bill were off - set by the pour - your - own measures of liquers which were courtesey of the house . . .",bill,0
Fantastic place .,place,1
A pleasant surprise .,surprise,0
Lucky Strike is a great casual place to just grab a bite to eat .,place,0
Lucky Strike is a great casual place to just grab a bite to eat .,Strike,1
Lucky Strike is a great casual place to just grab a bite to eat .,bite,0
"Great food , great decor , great service .",service,1
"Great food , great decor , great service .",food,1
"Great food , great decor , great service .",decor,1
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",lunch,0
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",drinks,0
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",spot,1
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",theatre,0
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",dinner,0
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",meeting,0
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",friends,0
"This is the perfect spot for meeting friends , having lunch , dinner , pre - theatre or after - theatre drinks !",-,0
( Always ask the bartender for the SEASONAL beer ! ! !,SEASONAL,1
( Always ask the bartender for the SEASONAL beer ! ! !,beer,1
( Always ask the bartender for the SEASONAL beer ! ! !,bartender,0
Guaranteed to be a tasty experience ! ),experience,0
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,t,1
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,while,0
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,friends,0
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,spot,1
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,togethers,0
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,workers,0
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,holiday,0
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,-,0
Excellent spot for holiday get togethers with co - workers or friends that you haven ' t seen in a while .,co,0
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED !,Heartland,1
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED !,years,0
I have been doing all of the above at the Heartland Brewery for over 5 years now and I HAVE NEVER BEEN DISAPPOINTED !,Brewery,1
All the people that I bring there go back on their own and bring THEIR friends !,friends,0
All the people that I bring there go back on their own and bring THEIR friends !,people,0
